doclength,editsize,editnum,eps,rpe,clients,algorithm,time
100,10,40,0.25,-1,3,"Sync9",0.095
100,10,40,0.5,-1,3,"Automerge",0.519
100,10,40,0.5,-1,3,"Sync9",0.11
100,10,40,0.75,-1,3,"Automerge",0.479
100,10,40,0.75,-1,3,"Sync9",0.178
100,10,40,0.9,-1,3,"Automerge",0.483
100,10,40,0.9,-1,3,"Sync9",0.185
100,10,40,0.1,-1,5,"Automerge",0.798
100,10,40,0.1,-1,5,"Sync9",0.149
100,10,40,0.25,-1,5,"Automerge",0.694
100,10,40,0.25,-1,5,"Sync9",0.151
100,10,40,0.5,-1,5,"Automerge",0.652
100,10,40,0.5,-1,5,"Sync9",0.293
100,10,40,0.75,-1,5,"Automerge",0.678
100,10,40,0.75,-1,5,"Sync9",0.345
100,10,40,0.9,-1,5,"Automerge",0.684
100,10,40,0.9,-1,5,"Sync9",0.35
100,10,40,0.1,-1,7,"Automerge",1.043
100,10,40,0.1,-1,7,"Sync9",0.2
100,10,40,0.25,-1,7,"Automerge",0.901
100,10,40,0.25,-1,7,"Sync9",0.433
100,10,40,0.5,-1,7,"Automerge",0.853
100,10,40,0.5,-1,7,"Sync9",0.738
100,10,40,0.75,-1,7,"Automerge",0.923
100,10,40,0.75,-1,7,"Sync9",0.528
100,10,40,0.9,-1,7,"Automerge",0.875
100,10,40,0.9,-1,7,"Sync9",0.513
100,10,40,0.1,-1,10,"Automerge",1.295
100,10,40,0.1,-1,10,"Sync9",0.248
100,10,40,0.25,-1,10,"Automerge",1.248
100,10,40,0.25,-1,10,"Sync9",0.516
100,10,40,0.5,-1,10,"Automerge",1.15
100,10,40,0.5,-1,10,"Sync9",0.653
100,10,40,0.75,-1,10,"Automerge",1.172
100,10,40,0.75,-1,10,"Sync9",0.803
100,10,40,0.9,-1,10,"Automerge",1.143
100,10,40,0.9,-1,10,"Sync9",0.977
100,10,80,0.1,-1,2,"Automerge",0.851
100,10,80,0.1,-1,2,"Sync9",0.226
100,10,80,0.25,-1,2,"Automerge",0.754
100,10,80,0.25,-1,2,"Sync9",0.154
100,10,80,0.5,-1,2,"Automerge",0.768
100,10,80,0.5,-1,2,"Sync9",0.163
100,10,80,0.75,-1,2,"Automerge",0.795
100,10,80,0.75,-1,2,"Sync9",0.218
100,10,80,0.9,-1,2,"Automerge",0.911
100,10,80,0.9,-1,2,"Sync9",0.549
100,10,80,0.1,-1,3,"Automerge",1.088
100,10,80,0.1,-1,3,"Sync9",0.254
100,10,80,0.25,-1,3,"Automerge",1.113
100,10,80,0.25,-1,3,"Sync9",0.207
100,10,80,0.5,-1,3,"Automerge",1.066
100,10,80,0.5,-1,3,"Sync9",0.26
100,10,80,0.75,-1,3,"Automerge",1.061
100,10,80,0.75,-1,3,"Sync9",0.561
100,10,80,0.9,-1,3,"Automerge",1.012
100,10,80,0.9,-1,3,"Sync9",0.653
100,10,80,0.1,-1,5,"Automerge",1.585
100,10,80,0.1,-1,5,"Sync9",0.305
100,10,80,0.25,-1,5,"Automerge",1.441
100,10,80,0.25,-1,5,"Sync9",0.283
100,10,80,0.5,-1,5,"Automerge",1.364
100,10,80,0.5,-1,5,"Sync9",0.562
100,10,80,0.75,-1,5,"Automerge",1.408
100,10,80,0.75,-1,5,"Sync9",1.365
100,10,80,0.9,-1,5,"Automerge",1.376
100,10,80,0.9,-1,5,"Sync9",1.695
100,10,80,0.1,-1,7,"Automerge",1.951
100,10,80,0.1,-1,7,"Sync9",0.4
100,10,80,0.25,-1,7,"Automerge",1.809
100,10,80,0.25,-1,7,"Sync9",0.659
100,10,80,0.5,-1,7,"Automerge",1.691
100,10,80,0.5,-1,7,"Sync9",1.22
100,10,80,0.75,-1,7,"Automerge",1.782
100,10,80,0.75,-1,7,"Sync9",2.158
100,10,80,0.9,-1,7,"Automerge",1.774
100,10,80,0.9,-1,7,"Sync9",2.128
100,10,80,0.1,-1,10,"Automerge",2.584
100,10,80,0.1,-1,10,"Sync9",0.492
100,10,80,0.25,-1,10,"Automerge",2.414
100,10,80,0.25,-1,10,"Sync9",0.922
100,10,80,0.5,-1,10,"Automerge",2.337
100,10,80,0.5,-1,10,"Sync9",3.044
100,10,80,0.75,-1,10,"Automerge",2.389
100,10,80,0.75,-1,10,"Sync9",3.939
100,10,80,0.9,-1,10,"Automerge",2.26
100,10,80,0.9,-1,10,"Sync9",4.531
100,10,160,0.1,-1,2,"Automerge",1.678
100,10,160,0.1,-1,2,"Sync9",0.456
100,10,160,0.25,-1,2,"Automerge",1.535
100,10,160,0.25,-1,2,"Sync9",0.312
100,10,160,0.5,-1,2,"Automerge",1.424
100,10,160,0.5,-1,2,"Sync9",0.291
100,10,160,0.75,-1,2,"Automerge",1.525
100,10,160,0.75,-1,2,"Sync9",0.465
100,10,160,0.9,-1,2,"Automerge",1.548
100,10,160,0.9,-1,2,"Sync9",1.532
100,10,160,0.1,-1,3,"Automerge",2.091
100,10,160,0.1,-1,3,"Sync9",0.497
100,10,160,0.25,-1,3,"Automerge",1.916
100,10,160,0.25,-1,3,"Sync9",0.376
100,10,160,0.5,-1,3,"Automerge",1.937
100,10,160,0.5,-1,3,"Sync9",0.443
100,10,160,0.75,-1,3,"Automerge",1.908
100,10,160,0.75,-1,3,"Sync9",0.945
100,10,160,0.9,-1,3,"Automerge",1.849
100,10,160,0.9,-1,3,"Sync9",2.719
100,10,160,0.1,-1,5,"Automerge",2.998
100,10,160,0.1,-1,5,"Sync9",0.578
100,10,160,0.25,-1,5,"Automerge",2.802
100,10,160,0.25,-1,5,"Sync9",0.589
100,10,160,0.5,-1,5,"Automerge",2.716
100,10,160,0.5,-1,5,"Sync9",0.95
100,10,160,0.75,-1,5,"Automerge",2.711
100,10,160,0.75,-1,5,"Sync9",2.564
100,10,160,0.9,-1,5,"Automerge",2.703
100,10,160,0.9,-1,5,"Sync9",7.9
100,10,160,0.1,-1,7,"Automerge",3.836
100,10,160,0.1,-1,7,"Sync9",0.737
100,10,160,0.25,-1,7,"Automerge",3.79
100,10,160,0.25,-1,7,"Sync9",1.174
100,10,160,0.5,-1,7,"Automerge",3.592
100,10,160,0.5,-1,7,"Sync9",1.956
100,10,160,0.75,-1,7,"Automerge",3.487
100,10,160,0.75,-1,7,"Sync9",13.022
100,10,160,0.9,-1,7,"Automerge",3.53
100,10,160,0.9,-1,7,"Sync9",12.04
100,10,160,0.1,-1,10,"Automerge",5.247
100,10,160,0.1,-1,10,"Sync9",1.018
100,10,160,0.25,-1,10,"Automerge",4.959
100,10,160,0.25,-1,10,"Sync9",2.304
100,10,160,0.5,-1,10,"Automerge",4.684
100,10,160,0.5,-1,10,"Sync9",5.232
100,10,160,0.75,-1,10,"Automerge",4.744
100,10,160,0.75,-1,10,"Sync9",16.14
100,10,160,0.9,-1,10,"Automerge",4.653
100,10,160,0.9,-1,10,"Sync9",20.499
